id,on_surface,patch_size,ppi_in_patch,random_patch_size,rank,size,total_ppis
3GUYA,184.0,1.0,0.0,0.0,14.0,1.0,57.0
4HSPA,136.0,27.0,11.0,10.0,1.0,1621.0,37.0
4HSPA,136.0,3.0,3.0,1.0,2.0,320.0,37.0
4HSPA,136.0,7.0,0.0,2.0,3.0,307.0,37.0
4HSPA,136.0,2.0,1.0,1.0,4.0,122.0,37.0
4HSPA,136.0,2.0,0.0,0.0,5.0,107.0,37.0
4HSPA,136.0,3.0,0.0,0.0,6.0,100.0,37.0
4HSPA,136.0,1.0,0.0,0.0,7.0,95.0,37.0
4HSPA,136.0,1.0,0.0,1.0,8.0,95.0,37.0
4HSPA,136.0,1.0,1.0,0.0,9.0,62.0,37.0
4HSPA,136.0,1.0,0.0,0.0,10.0,47.0,37.0
4HSPA,136.0,1.0,0.0,1.0,11.0,39.0,37.0
4HSPA,136.0,1.0,0.0,0.0,12.0,39.0,37.0
4HSPA,136.0,3.0,0.0,0.0,13.0,37.0,37.0
4HSPA,136.0,1.0,0.0,0.0,14.0,32.0,37.0
4HSPA,136.0,1.0,0.0,0.0,15.0,32.0,37.0
4HSPA,136.0,1.0,0.0,0.0,16.0,20.0,37.0
4HSPA,136.0,1.0,0.0,1.0,17.0,20.0,37.0
4HSPA,136.0,1.0,0.0,0.0,18.0,16.0,37.0
4HSPA,136.0,1.0,0.0,1.0,19.0,16.0,37.0
4HSPA,136.0,1.0,0.0,0.0,20.0,5.0,37.0
4A57A,545.0,19.0,8.0,6.0,1.0,695.0,109.0
4A57A,545.0,7.0,7.0,1.0,2.0,486.0,109.0
4A57A,545.0,9.0,5.0,0.0,3.0,391.0,109.0
4A57A,545.0,5.0,0.0,2.0,4.0,372.0,109.0
4A57A,545.0,7.0,0.0,0.0,5.0,338.0,109.0
4A57A,545.0,3.0,2.0,0.0,6.0,311.0,109.0
4A57A,545.0,2.0,2.0,1.0,7.0,278.0,109.0
4A57A,545.0,3.0,3.0,1.0,8.0,255.0,109.0
4A57A,545.0,6.0,0.0,1.0,9.0,255.0,109.0
4A57A,545.0,7.0,0.0,0.0,10.0,185.0,109.0
4A57A,545.0,3.0,0.0,0.0,11.0,184.0,109.0
4A57A,545.0,6.0,4.0,0.0,12.0,179.0,109.0
4A57A,545.0,3.0,0.0,0.0,13.0,150.0,109.0
4A57A,545.0,5.0,1.0,0.0,14.0,143.0,109.0
4A57A,545.0,1.0,1.0,1.0,15.0,139.0,109.0
4A57A,545.0,3.0,0.0,0.0,16.0,138.0,109.0
4A57A,545.0,1.0,1.0,1.0,17.0,129.0,109.0
4A57A,545.0,2.0,0.0,1.0,18.0,127.0,109.0
4A57A,545.0,6.0,0.0,1.0,19.0,124.0,109.0
4A57A,545.0,1.0,0.0,0.0,20.0,123.0,109.0
4HFKB,91.0,17.0,13.0,10.0,1.0,850.0,56.0
4HFKB,91.0,13.0,12.0,9.0,2.0,547.0,56.0
4HFKB,91.0,1.0,1.0,1.0,3.0,157.0,56.0
4HFKB,91.0,1.0,1.0,1.0,4.0,31.0,56.0
3FAUA,64.0,4.0,3.0,3.0,1.0,213.0,47.0
3FAUA,64.0,5.0,5.0,5.0,2.0,196.0,47.0
3FAUA,64.0,5.0,4.0,2.0,3.0,178.0,47.0
3FAUA,64.0,3.0,2.0,1.0,4.0,131.0,47.0
3FAUA,64.0,2.0,0.0,1.0,5.0,96.0,47.0
3FAUA,64.0,1.0,0.0,0.0,6.0,85.0,47.0
3FAUA,64.0,3.0,2.0,2.0,7.0,73.0,47.0
3FAUA,64.0,3.0,0.0,1.0,8.0,56.0,47.0
3FAUA,64.0,1.0,0.0,1.0,9.0,47.0,47.0
3FAUA,64.0,1.0,0.0,1.0,10.0,22.0,47.0
3CDLA,173.0,53.0,15.0,10.0,1.0,2546.0,30.0
3CDLA,173.0,2.0,0.0,0.0,2.0,202.0,30.0
3CDLA,173.0,1.0,0.0,0.0,3.0,189.0,30.0
3CDLA,173.0,2.0,0.0,2.0,4.0,116.0,30.0
3CDLA,173.0,1.0,0.0,0.0,5.0,104.0,30.0
3CDLA,173.0,1.0,0.0,0.0,6.0,103.0,30.0
3CDLA,173.0,1.0,0.0,0.0,7.0,80.0,30.0
3CDLA,173.0,1.0,1.0,0.0,8.0,46.0,30.0
3CDLA,173.0,1.0,1.0,0.0,9.0,8.0,30.0
3CDLA,173.0,1.0,1.0,0.0,10.0,6.0,30.0
3CDLA,173.0,1.0,1.0,0.0,11.0,6.0,30.0
3CDLA,173.0,2.0,0.0,0.0,12.0,3.0,30.0
3CDLA,173.0,1.0,0.0,0.0,13.0,3.0,30.0
3CDLA,173.0,1.0,0.0,0.0,14.0,0.0,30.0
2Z0JA,181.0,21.0,11.0,2.0,1.0,1098.0,22.0
2Z0JA,181.0,15.0,0.0,1.0,2.0,487.0,22.0
2Z0JA,181.0,10.0,0.0,1.0,3.0,442.0,22.0
2Z0JA,181.0,3.0,0.0,1.0,4.0,262.0,22.0
2Z0JA,181.0,6.0,0.0,0.0,5.0,220.0,22.0
2Z0JA,181.0,2.0,1.0,0.0,6.0,116.0,22.0
2Z0JA,181.0,5.0,0.0,0.0,7.0,103.0,22.0
2Z0JA,181.0,1.0,1.0,0.0,8.0,93.0,22.0
2Z0JA,181.0,3.0,0.0,0.0,9.0,87.0,22.0
2Z0JA,181.0,1.0,0.0,0.0,10.0,75.0,22.0
2Z0JA,181.0,2.0,0.0,0.0,11.0,36.0,22.0
2Z0JA,181.0,1.0,0.0,0.0,12.0,9.0,22.0
2Z0JA,181.0,1.0,0.0,0.0,13.0,8.0,22.0
1SU1A,159.0,13.0,4.0,3.0,1.0,786.0,47.0
1SU1A,159.0,12.0,9.0,2.0,2.0,565.0,47.0
1SU1A,159.0,9.0,6.0,1.0,3.0,491.0,47.0
1SU1A,159.0,14.0,0.0,7.0,4.0,456.0,47.0
1SU1A,159.0,5.0,0.0,1.0,5.0,162.0,47.0
1SU1A,159.0,2.0,0.0,0.0,6.0,48.0,47.0
1SU1A,159.0,3.0,0.0,1.0,7.0,43.0,47.0
1SU1A,159.0,1.0,1.0,0.0,8.0,31.0,47.0
1SU1A,159.0,2.0,1.0,1.0,9.0,22.0,47.0
1SU1A,159.0,1.0,1.0,1.0,10.0,15.0,47.0
1SU1A,159.0,1.0,0.0,0.0,11.0,11.0,47.0
1SU1A,159.0,1.0,0.0,0.0,12.0,7.0,47.0
1SU1A,159.0,1.0,0.0,1.0,13.0,7.0,47.0
1SU1A,159.0,1.0,0.0,0.0,14.0,7.0,47.0
1SU1A,159.0,1.0,0.0,1.0,15.0,6.0,47.0
3HE5A,47.0,9.0,5.0,2.0,1.0,823.0,21.0
3HE5A,47.0,7.0,4.0,2.0,2.0,559.0,21.0
3HE5A,47.0,1.0,0.0,0.0,3.0,85.0,21.0
3HE5A,47.0,1.0,1.0,0.0,4.0,79.0,21.0
3HE5A,47.0,1.0,0.0,1.0,5.0,42.0,21.0
4LHSA,286.0,16.0,7.0,3.0,1.0,599.0,37.0
4LHSA,286.0,12.0,0.0,0.0,2.0,342.0,37.0
4LHSA,286.0,4.0,0.0,0.0,3.0,254.0,37.0
4LHSA,286.0,1.0,1.0,0.0,4.0,180.0,37.0
4LHSA,286.0,5.0,0.0,0.0,5.0,154.0,37.0
4LHSA,286.0,1.0,0.0,0.0,6.0,151.0,37.0
4LHSA,286.0,1.0,0.0,0.0,7.0,151.0,37.0
4LHSA,286.0,1.0,1.0,0.0,8.0,82.0,37.0
4LHSA,286.0,1.0,1.0,1.0,9.0,82.0,37.0
4LHSA,286.0,2.0,0.0,0.0,10.0,75.0,37.0
4LHSA,286.0,1.0,0.0,0.0,11.0,73.0,37.0
4LHSA,286.0,2.0,0.0,0.0,12.0,71.0,37.0
4LHSA,286.0,1.0,1.0,0.0,13.0,71.0,37.0
4LHSA,286.0,1.0,0.0,0.0,14.0,62.0,37.0
4LHSA,286.0,1.0,0.0,0.0,15.0,56.0,37.0
4LHSA,286.0,2.0,1.0,0.0,16.0,47.0,37.0
4LHSA,286.0,1.0,0.0,0.0,17.0,36.0,37.0
4LHSA,286.0,1.0,0.0,1.0,18.0,25.0,37.0
4LHSA,286.0,1.0,0.0,1.0,19.0,22.0,37.0
4LHSA,286.0,1.0,0.0,0.0,20.0,22.0,37.0
5V1YA,104.0,7.0,6.0,1.0,1.0,414.0,33.0
5V1YA,104.0,10.0,8.0,2.0,2.0,365.0,33.0
5V1YA,104.0,4.0,0.0,1.0,3.0,179.0,33.0
5V1YA,104.0,3.0,0.0,0.0,4.0,141.0,33.0
5V1YA,104.0,1.0,0.0,1.0,5.0,55.0,33.0
5V1YA,104.0,1.0,1.0,1.0,6.0,33.0,33.0
5V1YA,104.0,2.0,0.0,0.0,7.0,24.0,33.0
5V1YA,104.0,1.0,0.0,0.0,8.0,1.0,33.0
3E58A,183.0,9.0,0.0,2.0,1.0,360.0,29.0
3E58A,183.0,8.0,1.0,0.0,2.0,349.0,29.0
3E58A,183.0,10.0,0.0,4.0,3.0,339.0,29.0
3E58A,183.0,8.0,3.0,0.0,4.0,310.0,29.0
3E58A,183.0,7.0,5.0,1.0,5.0,208.0,29.0
3E58A,183.0,3.0,0.0,1.0,6.0,126.0,29.0
3E58A,183.0,4.0,0.0,1.0,7.0,110.0,29.0
3E58A,183.0,1.0,1.0,0.0,8.0,47.0,29.0
3E58A,183.0,1.0,1.0,0.0,9.0,47.0,29.0
3E58A,183.0,1.0,1.0,0.0,10.0,25.0,29.0
3E58A,183.0,1.0,0.0,0.0,11.0,24.0,29.0
3E58A,183.0,2.0,0.0,0.0,12.0,21.0,29.0
3E58A,183.0,1.0,0.0,0.0,13.0,10.0,29.0
3E58A,183.0,1.0,0.0,0.0,14.0,10.0,29.0
3E58A,183.0,1.0,0.0,1.0,15.0,10.0,29.0
3E58A,183.0,1.0,0.0,0.0,16.0,6.0,29.0
3E58A,183.0,1.0,0.0,0.0,17.0,4.0,29.0
5G23A,174.0,14.0,6.0,1.0,1.0,900.0,38.0
5G23A,174.0,11.0,2.0,3.0,2.0,388.0,38.0
5G23A,174.0,10.0,3.0,5.0,3.0,347.0,38.0
5G23A,174.0,2.0,2.0,0.0,4.0,135.0,38.0
5G23A,174.0,3.0,0.0,2.0,5.0,130.0,38.0
5G23A,174.0,2.0,0.0,0.0,6.0,101.0,38.0
5G23A,174.0,1.0,1.0,0.0,7.0,82.0,38.0
5G23A,174.0,1.0,1.0,1.0,8.0,70.0,38.0
5G23A,174.0,3.0,0.0,2.0,9.0,66.0,38.0
5G23A,174.0,1.0,0.0,1.0,10.0,46.0,38.0
5G23A,174.0,1.0,0.0,0.0,11.0,44.0,38.0
5G23A,174.0,1.0,0.0,0.0,12.0,44.0,38.0
5G23A,174.0,2.0,0.0,0.0,13.0,40.0,38.0
5G23A,174.0,1.0,0.0,0.0,14.0,29.0,38.0
5G23A,174.0,2.0,0.0,0.0,15.0,27.0,38.0
5G23A,174.0,1.0,0.0,0.0,16.0,25.0,38.0
5G23A,174.0,1.0,0.0,0.0,17.0,25.0,38.0
5G23A,174.0,1.0,0.0,1.0,18.0,18.0,38.0
5G23A,174.0,1.0,0.0,0.0,19.0,18.0,38.0
5G23A,174.0,1.0,1.0,1.0,20.0,15.0,38.0
6DFDA,121.0,26.0,7.0,3.0,1.0,1366.0,19.0
6DFDA,121.0,8.0,0.0,2.0,2.0,249.0,19.0
6DFDA,121.0,5.0,0.0,1.0,3.0,228.0,19.0
6DFDA,121.0,1.0,0.0,1.0,4.0,165.0,19.0
6DFDA,121.0,3.0,2.0,0.0,5.0,132.0,19.0
6DFDA,121.0,2.0,0.0,0.0,6.0,72.0,19.0
6DFDA,121.0,1.0,0.0,0.0,7.0,49.0,19.0
6DFDA,121.0,2.0,0.0,0.0,8.0,32.0,19.0
6DFDA,121.0,2.0,0.0,0.0,9.0,21.0,19.0
6DFDA,121.0,1.0,0.0,0.0,10.0,12.0,19.0
6DFDA,121.0,1.0,0.0,0.0,11.0,4.0,19.0
5AMTA,98.0,10.0,8.0,1.0,1.0,508.0,15.0
5AMTA,98.0,5.0,0.0,0.0,2.0,265.0,15.0
5AMTA,98.0,2.0,0.0,0.0,3.0,198.0,15.0
5AMTA,98.0,1.0,0.0,0.0,4.0,73.0,15.0
5AMTA,98.0,1.0,1.0,0.0,5.0,38.0,15.0
5AMTA,98.0,1.0,0.0,0.0,6.0,33.0,15.0
5AMTA,98.0,1.0,0.0,1.0,7.0,25.0,15.0
5AMTA,98.0,1.0,0.0,0.0,8.0,25.0,15.0
5AMTA,98.0,1.0,0.0,1.0,9.0,25.0,15.0
5AMTA,98.0,1.0,0.0,1.0,10.0,20.0,15.0
5AMTA,98.0,1.0,0.0,0.0,11.0,16.0,15.0
5AMTA,98.0,1.0,0.0,0.0,12.0,12.0,15.0
1CQ3A,203.0,6.0,0.0,1.0,1.0,301.0,22.0
1CQ3A,203.0,7.0,6.0,1.0,2.0,279.0,22.0
1CQ3A,203.0,4.0,0.0,0.0,3.0,248.0,22.0
1CQ3A,203.0,3.0,0.0,0.0,4.0,214.0,22.0
1CQ3A,203.0,2.0,2.0,0.0,5.0,163.0,22.0
1CQ3A,203.0,2.0,0.0,0.0,6.0,150.0,22.0
1CQ3A,203.0,3.0,0.0,3.0,7.0,138.0,22.0
1CQ3A,203.0,3.0,0.0,0.0,8.0,106.0,22.0
1CQ3A,203.0,2.0,0.0,0.0,9.0,86.0,22.0
1CQ3A,203.0,4.0,0.0,1.0,10.0,61.0,22.0
1CQ3A,203.0,1.0,0.0,0.0,11.0,59.0,22.0
1CQ3A,203.0,1.0,0.0,0.0,12.0,43.0,22.0
1CQ3A,203.0,1.0,0.0,1.0,13.0,43.0,22.0
1CQ3A,203.0,1.0,0.0,0.0,14.0,37.0,22.0
1CQ3A,203.0,1.0,0.0,0.0,15.0,37.0,22.0
1CQ3A,203.0,1.0,1.0,0.0,16.0,35.0,22.0
1CQ3A,203.0,1.0,0.0,0.0,17.0,27.0,22.0
1CQ3A,203.0,1.0,0.0,1.0,18.0,19.0,22.0
1CQ3A,203.0,1.0,0.0,0.0,19.0,15.0,22.0
1CQ3A,203.0,1.0,0.0,0.0,20.0,14.0,22.0
3MXNA,145.0,34.0,20.0,11.0,1.0,1761.0,40.0
3MXNA,145.0,7.0,0.0,2.0,2.0,620.0,40.0
3MXNA,145.0,9.0,0.0,3.0,3.0,398.0,40.0
3MXNA,145.0,1.0,0.0,0.0,4.0,146.0,40.0
3MXNA,145.0,1.0,0.0,0.0,5.0,116.0,40.0
3MXNA,145.0,1.0,0.0,0.0,6.0,112.0,40.0
3MXNA,145.0,1.0,0.0,0.0,7.0,112.0,40.0
3MXNA,145.0,1.0,0.0,0.0,8.0,79.0,40.0
3MXNA,145.0,1.0,0.0,0.0,9.0,69.0,40.0
3MXNA,145.0,1.0,0.0,0.0,10.0,25.0,40.0
3MXNA,145.0,1.0,0.0,0.0,11.0,6.0,40.0
1USMA,67.0,6.0,5.0,1.0,1.0,442.0,14.0
1USMA,67.0,6.0,0.0,1.0,2.0,343.0,14.0
1USMA,67.0,4.0,0.0,1.0,3.0,124.0,14.0
1USMA,67.0,1.0,0.0,0.0,4.0,77.0,14.0
1USMA,67.0,1.0,0.0,0.0,5.0,63.0,14.0
1USMA,67.0,1.0,0.0,1.0,6.0,45.0,14.0
1USMA,67.0,2.0,0.0,0.0,7.0,31.0,14.0
1USMA,67.0,1.0,0.0,0.0,8.0,23.0,14.0
1USMA,67.0,1.0,0.0,0.0,9.0,16.0,14.0
1USMA,67.0,1.0,0.0,0.0,10.0,0.0,14.0
2X57A,99.0,19.0,14.0,9.0,1.0,971.0,47.0
2X57A,99.0,5.0,5.0,3.0,2.0,535.0,47.0
2X57A,99.0,3.0,0.0,1.0,3.0,154.0,47.0
2X57A,99.0,5.0,0.0,3.0,4.0,148.0,47.0
2X57A,99.0,1.0,1.0,0.0,5.0,131.0,47.0
2X57A,99.0,1.0,0.0,1.0,6.0,83.0,47.0
2X57A,99.0,1.0,0.0,0.0,7.0,7.0,47.0
2X57A,99.0,1.0,0.0,0.0,8.0,5.0,47.0
2X57A,99.0,1.0,0.0,1.0,9.0,5.0,47.0
2X57A,99.0,1.0,0.0,1.0,10.0,2.0,47.0
2X57A,99.0,1.0,0.0,0.0,11.0,0.0,47.0
3OY2A,335.0,27.0,0.0,2.0,1.0,742.0,31.0
3OY2A,335.0,13.0,1.0,3.0,2.0,579.0,31.0
3OY2A,335.0,15.0,10.0,0.0,3.0,563.0,31.0
3OY2A,335.0,7.0,3.0,1.0,4.0,429.0,31.0
3OY2A,335.0,8.0,0.0,1.0,5.0,381.0,31.0
3OY2A,335.0,11.0,0.0,0.0,6.0,350.0,31.0
3OY2A,335.0,5.0,0.0,0.0,7.0,331.0,31.0
3OY2A,335.0,5.0,0.0,2.0,8.0,223.0,31.0
3OY2A,335.0,3.0,0.0,0.0,9.0,172.0,31.0
3OY2A,335.0,6.0,0.0,0.0,10.0,167.0,31.0
3OY2A,335.0,4.0,0.0,1.0,11.0,125.0,31.0
3OY2A,335.0,5.0,0.0,0.0,12.0,105.0,31.0
3OY2A,335.0,2.0,0.0,0.0,13.0,95.0,31.0
3OY2A,335.0,3.0,0.0,1.0,14.0,81.0,31.0
3OY2A,335.0,1.0,0.0,0.0,15.0,59.0,31.0
3OY2A,335.0,1.0,0.0,0.0,16.0,50.0,31.0
3OY2A,335.0,1.0,0.0,0.0,17.0,30.0,31.0
3OY2A,335.0,1.0,0.0,0.0,18.0,29.0,31.0
3OY2A,335.0,1.0,0.0,0.0,19.0,27.0,31.0
3OY2A,335.0,2.0,0.0,0.0,20.0,23.0,31.0
1FS0G,194.0,19.0,13.0,3.0,1.0,1027.0,34.0
1FS0G,194.0,17.0,7.0,2.0,2.0,1011.0,34.0
1FS0G,194.0,9.0,5.0,1.0,3.0,435.0,34.0
1FS0G,194.0,6.0,1.0,1.0,4.0,303.0,34.0
1FS0G,194.0,1.0,0.0,0.0,5.0,196.0,34.0
1FS0G,194.0,4.0,4.0,0.0,6.0,163.0,34.0
1FS0G,194.0,5.0,0.0,0.0,7.0,130.0,34.0
1FS0G,194.0,1.0,1.0,0.0,8.0,79.0,34.0
1FS0G,194.0,1.0,0.0,0.0,9.0,60.0,34.0
1FS0G,194.0,3.0,0.0,0.0,10.0,54.0,34.0
1FS0G,194.0,1.0,0.0,1.0,11.0,35.0,34.0
1FS0G,194.0,1.0,0.0,0.0,12.0,30.0,34.0
1FS0G,194.0,1.0,0.0,0.0,13.0,22.0,34.0
1FS0G,194.0,1.0,0.0,0.0,14.0,16.0,34.0
1FS0G,194.0,1.0,0.0,0.0,15.0,16.0,34.0
1FS0G,194.0,1.0,0.0,0.0,16.0,16.0,34.0
1FS0G,194.0,1.0,0.0,0.0,17.0,14.0,34.0
1FS0G,194.0,2.0,0.0,0.0,18.0,13.0,34.0
1FS0G,194.0,1.0,0.0,1.0,19.0,11.0,34.0
1FS0G,194.0,1.0,0.0,0.0,20.0,3.0,34.0
2I6HA,159.0,6.0,0.0,0.0,1.0,426.0,12.0
2I6HA,159.0,5.0,3.0,0.0,2.0,342.0,12.0
2I6HA,159.0,8.0,0.0,2.0,3.0,314.0,12.0
2I6HA,159.0,5.0,0.0,0.0,4.0,172.0,12.0
2I6HA,159.0,7.0,0.0,0.0,5.0,169.0,12.0
2I6HA,159.0,3.0,0.0,0.0,6.0,167.0,12.0
2I6HA,159.0,3.0,0.0,0.0,7.0,102.0,12.0
2I6HA,159.0,3.0,0.0,0.0,8.0,99.0,12.0
2I6HA,159.0,2.0,0.0,0.0,9.0,57.0,12.0
2I6HA,159.0,1.0,0.0,0.0,10.0,50.0,12.0
2I6HA,159.0,1.0,0.0,0.0,11.0,41.0,12.0
2I6HA,159.0,2.0,1.0,1.0,12.0,37.0,12.0
2I6HA,159.0,1.0,0.0,0.0,13.0,32.0,12.0
2I6HA,159.0,1.0,1.0,0.0,14.0,32.0,12.0
2I6HA,159.0,2.0,0.0,1.0,15.0,19.0,12.0
2I6HA,159.0,1.0,0.0,0.0,16.0,18.0,12.0
2I6HA,159.0,1.0,0.0,0.0,17.0,14.0,12.0
2I6HA,159.0,1.0,0.0,0.0,18.0,0.0,12.0
1O4WA,110.0,21.0,6.0,6.0,1.0,958.0,18.0
1O4WA,110.0,5.0,4.0,0.0,2.0,771.0,18.0
1O4WA,110.0,7.0,0.0,1.0,3.0,287.0,18.0
1O4WA,110.0,4.0,0.0,1.0,4.0,106.0,18.0
1O4WA,110.0,1.0,0.0,0.0,5.0,36.0,18.0
1O4WA,110.0,1.0,0.0,1.0,6.0,18.0,18.0
1O4WA,110.0,1.0,0.0,0.0,7.0,11.0,18.0
1O4WA,110.0,1.0,0.0,0.0,8.0,11.0,18.0
1O4WA,110.0,1.0,0.0,0.0,9.0,9.0,18.0
1O4WA,110.0,1.0,0.0,0.0,10.0,6.0,18.0
1O4WA,110.0,1.0,0.0,0.0,11.0,1.0,18.0
4W9RA,298.0,34.0,0.0,1.0,1.0,1088.0,27.0
4W9RA,298.0,7.0,6.0,1.0,2.0,432.0,27.0
4W9RA,298.0,9.0,0.0,0.0,3.0,388.0,27.0
4W9RA,298.0,6.0,0.0,0.0,4.0,250.0,27.0
4W9RA,298.0,3.0,0.0,0.0,5.0,168.0,27.0
4W9RA,298.0,2.0,0.0,0.0,6.0,129.0,27.0
4W9RA,298.0,5.0,0.0,0.0,7.0,121.0,27.0
4W9RA,298.0,1.0,1.0,1.0,8.0,118.0,27.0
4W9RA,298.0,2.0,0.0,0.0,9.0,110.0,27.0
4W9RA,298.0,2.0,0.0,1.0,10.0,104.0,27.0
4W9RA,298.0,1.0,0.0,0.0,11.0,101.0,27.0
4W9RA,298.0,1.0,0.0,0.0,12.0,99.0,27.0
4W9RA,298.0,2.0,0.0,0.0,13.0,86.0,27.0
4W9RA,298.0,1.0,0.0,1.0,14.0,85.0,27.0
4W9RA,298.0,4.0,0.0,0.0,15.0,83.0,27.0
4W9RA,298.0,3.0,0.0,0.0,16.0,67.0,27.0
4W9RA,298.0,1.0,0.0,0.0,17.0,57.0,27.0
4W9RA,298.0,1.0,0.0,0.0,18.0,55.0,27.0
4W9RA,298.0,2.0,0.0,0.0,19.0,55.0,27.0
4W9RA,298.0,2.0,0.0,0.0,20.0,54.0,27.0
2GLFA,393.0,46.0,23.0,16.0,1.0,1607.0,168.0
2GLFA,393.0,5.0,4.0,2.0,2.0,302.0,168.0
2GLFA,393.0,3.0,3.0,2.0,3.0,301.0,168.0
2GLFA,393.0,2.0,2.0,0.0,4.0,215.0,168.0
2GLFA,393.0,7.0,3.0,2.0,5.0,207.0,168.0
2GLFA,393.0,2.0,1.0,2.0,6.0,185.0,168.0
2GLFA,393.0,3.0,0.0,2.0,7.0,182.0,168.0
2GLFA,393.0,5.0,1.0,3.0,8.0,168.0,168.0
2GLFA,393.0,8.0,3.0,1.0,9.0,146.0,168.0
2GLFA,393.0,2.0,0.0,0.0,10.0,122.0,168.0
2GLFA,393.0,6.0,0.0,3.0,11.0,120.0,168.0
2GLFA,393.0,7.0,0.0,4.0,12.0,110.0,168.0
2GLFA,393.0,2.0,1.0,1.0,13.0,103.0,168.0
2GLFA,393.0,1.0,1.0,1.0,14.0,97.0,168.0
2GLFA,393.0,5.0,0.0,1.0,15.0,92.0,168.0
2GLFA,393.0,1.0,1.0,0.0,16.0,90.0,168.0
2GLFA,393.0,2.0,2.0,0.0,17.0,81.0,168.0
2GLFA,393.0,1.0,1.0,0.0,18.0,77.0,168.0
2GLFA,393.0,2.0,1.0,2.0,19.0,75.0,168.0
2GLFA,393.0,2.0,1.0,0.0,20.0,74.0,168.0
2JA9A,155.0,21.0,5.0,2.0,1.0,797.0,21.0
2JA9A,155.0,13.0,0.0,2.0,2.0,681.0,21.0
2JA9A,155.0,5.0,0.0,1.0,3.0,260.0,21.0
2JA9A,155.0,4.0,0.0,1.0,4.0,209.0,21.0
2JA9A,155.0,1.0,0.0,0.0,5.0,196.0,21.0
2JA9A,155.0,3.0,0.0,0.0,6.0,164.0,21.0
2JA9A,155.0,5.0,2.0,0.0,7.0,160.0,21.0
2JA9A,155.0,2.0,0.0,1.0,8.0,133.0,21.0
2JA9A,155.0,3.0,0.0,0.0,9.0,127.0,21.0
2JA9A,155.0,1.0,0.0,0.0,10.0,118.0,21.0
2JA9A,155.0,1.0,0.0,0.0,11.0,37.0,21.0
2JA9A,155.0,1.0,0.0,0.0,12.0,31.0,21.0
2JA9A,155.0,1.0,0.0,0.0,13.0,29.0,21.0
2JA9A,155.0,1.0,1.0,0.0,14.0,25.0,21.0
2JA9A,155.0,1.0,0.0,0.0,15.0,20.0,21.0
2JA9A,155.0,1.0,0.0,0.0,16.0,18.0,21.0
2JA9A,155.0,1.0,0.0,0.0,17.0,15.0,21.0
2JA9A,155.0,1.0,0.0,1.0,18.0,7.0,21.0
2JA9A,155.0,1.0,0.0,0.0,19.0,0.0,21.0
5BY7A,287.0,26.0,9.0,5.0,1.0,1310.0,47.0
5BY7A,287.0,19.0,0.0,4.0,2.0,928.0,47.0
5BY7A,287.0,13.0,0.0,1.0,3.0,536.0,47.0
5BY7A,287.0,11.0,7.0,3.0,4.0,411.0,47.0
5BY7A,287.0,6.0,3.0,2.0,5.0,395.0,47.0
5BY7A,287.0,3.0,0.0,2.0,6.0,142.0,47.0
5BY7A,287.0,4.0,0.0,1.0,7.0,131.0,47.0
5BY7A,287.0,1.0,0.0,0.0,8.0,100.0,47.0
5BY7A,287.0,2.0,1.0,0.0,9.0,74.0,47.0
5BY7A,287.0,1.0,1.0,1.0,10.0,71.0,47.0
5BY7A,287.0,2.0,0.0,1.0,11.0,48.0,47.0
5BY7A,287.0,3.0,0.0,0.0,12.0,45.0,47.0
5BY7A,287.0,1.0,0.0,0.0,13.0,37.0,47.0
5BY7A,287.0,1.0,1.0,0.0,14.0,34.0,47.0
5BY7A,287.0,1.0,1.0,0.0,15.0,34.0,47.0
5BY7A,287.0,2.0,0.0,0.0,16.0,28.0,47.0
5BY7A,287.0,2.0,0.0,2.0,17.0,28.0,47.0
5BY7A,287.0,2.0,0.0,0.0,18.0,26.0,47.0
5BY7A,287.0,1.0,0.0,0.0,19.0,26.0,47.0
5BY7A,287.0,1.0,0.0,1.0,20.0,26.0,47.0
3RV1A,209.0,71.0,51.0,39.0,1.0,4312.0,113.0
3RV1A,209.0,8.0,3.0,2.0,2.0,287.0,113.0
3RV1A,209.0,2.0,0.0,0.0,3.0,287.0,113.0
3RV1A,209.0,1.0,0.0,1.0,4.0,204.0,113.0
3RV1A,209.0,2.0,1.0,1.0,5.0,181.0,113.0
3RV1A,209.0,2.0,0.0,1.0,6.0,159.0,113.0
3RV1A,209.0,1.0,1.0,0.0,7.0,144.0,113.0
3RV1A,209.0,1.0,0.0,1.0,8.0,105.0,113.0
3RV1A,209.0,1.0,1.0,0.0,9.0,91.0,113.0
3RV1A,209.0,1.0,1.0,0.0,10.0,83.0,113.0
3RV1A,209.0,3.0,0.0,1.0,11.0,78.0,113.0
3RV1A,209.0,1.0,1.0,0.0,12.0,58.0,113.0
3RV1A,209.0,2.0,0.0,1.0,13.0,51.0,113.0
3RV1A,209.0,1.0,1.0,0.0,14.0,49.0,113.0
3RV1A,209.0,1.0,1.0,1.0,15.0,43.0,113.0
3RV1A,209.0,1.0,1.0,0.0,16.0,32.0,113.0
3RV1A,209.0,1.0,0.0,0.0,17.0,26.0,113.0
4YH8A,166.0,15.0,9.0,0.0,1.0,962.0,32.0
4YH8A,166.0,11.0,6.0,4.0,2.0,535.0,32.0
4YH8A,166.0,7.0,0.0,2.0,3.0,262.0,32.0
4YH8A,166.0,5.0,0.0,1.0,4.0,184.0,32.0
