id,monomer
4ggf,False
1wpu,False
5cya,False
3lic,True
5f29,False
3cqb,False
3vus,False
1w2f,False
3h2g,True
3qp4,True
4chd,True
6g7b,False
4ue9,False
4eoj,False
4xba,False
5xmg,True
4hgu,True
4mt2,True
1n35,False
1qor,False
2ns0,True
6gf6,False
1bm9,False
1huw,True
1yac,False
5t09,True
1vjl,False
3w6w,False
5ihe,False
5dlk,False
3bjd,False
3bh7,False
3dka,False
3bf5,False
2spc,False
3on2,False
6a51,False
4ri5,False
1xf5,False
6f91,False
1uw4,False
1u2z,False
6ful,True
4k3z,False
2erv,False
2j8a,True
4m8k,False
3hrl,True
2hql,False
5jbx,False
3u9w,True
2xm5,True
3ot2,False
4ke2,False
5z6y,True
3mad,False
5aq0,False
3uwp,True
2iqi,False
6a2w,True
1v74,False
6ajz,True
4gwg,True
6qe7,False
5t9y,False
5v9x,False
5mu5,True
4aya,False
3h20,True
6dgg,True
2ohw,False
5bo7,False
1lqt,False
1rut,True
3h6p,False
5uh7,False
4k22,False
3x34,True
1jr7,True
6n6l,False
6fnu,True
6n36,True
3kzt,False
3dn7,False
5a61,True
4zgi,True
5nop,False
4ekf,True
6cb2,True
5x3r,False
3gbw,True
4kt5,False
3ooq,False
6f43,False
3gre,True
5c9o,True
6q9k,False
3bk3,False
5x9k,False
1omz,False
6iap,False
3df7,True
2pnd,True
4xp9,False
6j28,False
4w8b,True
5yj9,True
5z9y,False
2fjr,False
4h7y,False
5tgn,False
2yjg,False
4fo9,True
4xek,False
4a2l,False
6a4t,False
4kjm,False
6bl7,False
4u1f,False
4yki,False
1wt6,False
3zil,False
5ex8,True
6c6n,False
3qs2,False
2pp6,True
6o38,False
2z08,True
4p7o,False
4o5j,True
3nqz,False
4reo,True
3v7n,True
4o7h,False
1bu8,True
3be3,False
3obe,False
4nj6,False
1dbh,True
5ynm,False
6ey1,True
6mbk,False
2x5r,True
2nxf,True
3gk6,True
6o3c,False
6iys,True
1nrj,False
6g1c,False
3nwr,True
6h21,False
5ubd,False
3pwx,False
1l4d,False
5h62,False
1pp0,False
2yha,True
4cvr,True
6nuh,False
1r6w,True
4w7g,True
3lm4,False
3cdl,False
6npp,False
2qsw,True
3ejk,True
2y4y,False
2nrk,True
3dqy,True
3n40,False
2om6,False
1sen,True
6d0j,False
5zi2,False
5hhj,False
2xhi,False
4rt6,False
4dvc,True
2eab,False
2cnq,True
5da9,False
1rxq,False
3jx9,False
4w4k,False
6qgi,True
5xqg,False
3qtm,False
3kbg,True
5k4b,False
3zpj,True
5je2,False
1t4o,False
6o82,False
4jrf,True
3tvt,False
3bfm,True
4m1a,False
3m5b,False
4qbl,False
5ol9,True
2fzv,False
2w4y,False
3a0o,False
1k3x,False
2z1c,False
6mj1,True
4edp,False
3eab,False
2hxt,True
2zk9,True
1tue,False
5hwh,True
3wh1,True
5zct,False
6op8,False
3mp7,False
3u3l,True
5svy,False
4i84,False
2xuv,False
5cqs,False
5usw,False
5d4v,False
1i1w,True
2nw8,False
3odp,True
3c9p,True
4fix,False
3ugu,True
3fb9,False
6nj0,True
4ext,False
5uft,True
4acv,False
5z1a,True
2az0,False
2uuz,False
1a5t,True
1d8w,False
3wg3,False
6rtq,False
3lgi,False
3bc1,False
4wj7,False
5xyf,False
4qkw,False
4u1e,False
2x8x,True
4l5e,True
2ew0,True
3ol3,False
3i4z,False
1dfm,False
4huj,False
3iru,False
3ivp,False
6roc,False
5f4c,False
3x1l,False
3oru,True
3bkx,False
5xsp,False
4jle,False
2cxy,True
6gxx,False
4lmy,False
2p51,True
2aeu,True
1xmk,True
3r9v,False
5xu6,False
4etn,True
3aeh,False
4xwh,True
1y71,False
6eio,True
3ov9,False
2ofk,False
3klk,True
4uab,False
5brl,False
2p35,False
4ene,False
6od3,False
3oj0,True
2jii,False
4j5r,False
6gho,False
5d2m,False
3flo,False
3dtd,False
6edi,False
4h41,False
5ii6,True
1xqo,True
5zry,False
6ihg,True
6e94,False
3p9a,False
3lme,False
5kef,False
2rfv,True
4mm2,False
4u12,True
1stz,False
6a02,True
6cpd,False
5vyk,False
6gcv,False
6ahp,False
4y9w,False
2yc3,True
4lua,True
2o26,False
6ekr,True
6nuc,False
5fn8,False
5d4n,False
1d7m,False
1v9y,False
5j7r,False
5o9e,False
3q8d,False
3b4u,False
5ux1,False
5zx9,True
3cym,True
1ei5,True
4eun,True
3ccy,True
5j4l,True
2qr6,True
3vwn,True
2jhn,False
3npp,False
2qrd,False
4bpu,False
3m2p,False
3wtt,False
5xau,False
5fid,False
6go4,True
2y8n,False
4rsc,False
5boi,True
4rwu,True
3n10,False
2qko,False
1tuk,True
1p3d,False
1gp6,True
4rzy,False
3kd6,False
3h6e,False
5aqc,False
2nlr,True
1vf7,False
2egj,False
2dxa,True
4cgc,False
6hni,True
4mxn,False
5zdm,True
3fqm,False
4l8k,False
4z9n,False
3na7,True
5ip1,False
6imv,False
4qrn,False
3bm3,False
6bs3,False
5wfb,False
1tg0,True
3kwk,True
6nzs,True
2iuu,False
1qzm,True
4zys,False
3cq1,True
1s3c,True
3d37,False
2qml,True
4pau,True
4g6v,False
5ua5,False
3uid,False
5u3q,False
1ixl,True
4htf,False
4iaj,False
2r78,False
3t0y,False
2q8k,True
3luu,True
3idw,True
4me7,False
5x4t,True
2ob9,False
5gyq,True
3k4z,True
3cis,False
1kpt,False
2axc,True
4y88,True
3ef4,False
5ewp,False
3nk6,False
6gje,False
6hs4,False
1zun,False
4igi,True
6cca,True
4xz7,False
4z9d,False
3m9z,True
4ljo,False
6os6,True
4tl6,False
3mw6,False
5doi,False
6hfm,False
4gmu,True
4e40,True
4o66,False
2jay,True
4lvp,True
6i4e,False
2obp,False
3fmc,False
1h7s,False
4lmg,False
2y71,True
4qnc,False
3hc1,True
1u3d,True
2id6,True
1ix9,False
5jrt,True
5mdi,False
4raj,True
5meb,False
5opj,True
3mfn,False
1yk3,False
1fs0,False
3bjq,False
3uaf,True
4we2,True
6obd,False
5wm2,True
1ls1,True
6cbn,False
1g3p,True
5t46,False
5l10,False
1vzm,False
6jbx,False
4mzv,True
4xxh,False
4gud,False
2q12,True
4nhb,False
1w9z,False
3zyl,False
4jn7,True
2r6z,False
4ehx,True
6qhg,False
3hsi,False
4j7n,True
4u7a,True
4o9x,True
3k05,False
4zp0,True
3qf2,False
5f74,False
4y6w,True
4ano,True
3p2t,True
4g9s,False
2etj,True
4gio,False
3g5j,False
5epe,True
3t33,True
2ogg,True
3wvt,True
4ipu,False
4tqr,False
3ccg,True
2qts,False
2g2c,True
2psb,True
3woe,False
3pjv,False
4zoy,True
4maa,True
6j0y,False
2j9o,False
3gmf,True
3cni,True
4bxo,False
1mg7,False
6nib,True
3cg6,False
5fry,False
4po6,False
5toh,False
3d79,True
3fbq,True
3ovg,False
5qi0,True
6esk,True
2ymv,True
2oiw,False
1g61,False
1k8k,False
4o1i,False
3cp3,True
6ekb,True
2xst,True
5xls,True
3bcy,True
3okq,True
4r8x,False
1wlu,True
2z9w,False
2izr,True
5o29,True
6cp9,False
3cw2,False
1wna,True
1zoq,False
2qx2,True
5mri,True
1koe,True
3ka7,True
4rlz,False
5ok6,False
2axq,True
5evf,True
2zqm,True
3fs3,True
1rtt,True
6h7d,True
3qfl,True
4axo,False
5mu9,True
3h35,False
1vmg,True
4qvu,True
4le7,False
4jht,True
4jhn,False
3blz,False
4rk2,False
2ovg,True
4fvd,False
3uw3,False
2i44,False
5kzs,True
1i7w,False
2orw,False
1v05,True
6dcs,False
5g4i,False
4me2,True
3i0w,False
3vx0,True
2hd0,False
3gxv,False
2z5h,False
1cr1,True
6a9t,True
2x32,False
1t77,False
5mph,True
3d9x,False
3o0y,False
5bnd,False
6ot6,True
1mz9,False
4p8i,False
4peu,True
3egq,False
4alw,True
2ykf,True
3ax2,False
2oct,False
6i1d,False
2djl,False
5www,False
1hqz,False
2xub,True
3e1i,False
6ek4,False
5l7z,True
3tcv,False
1at0,True
3vvy,False
2bjd,False
3pm9,False
5u93,False
4f3f,False
5c5c,True
5ipx,True
5mvw,False
4gek,False
2p8j,False
6myi,False
6hiu,False
1j3a,True
4ysl,False
2g7g,True
2ca5,False
3vdj,True
1hx6,False
1t61,False
4yba,False
6mb8,False
5w15,False
4xfm,True
5ywt,False
1jfb,True
4iil,True
2pv4,True
4gxz,False
1mty,False
5ljm,True
1rfy,False
4um2,True
2w56,False
3bj6,False
4lup,False
2q88,True
4tz1,True
4h62,False
1t1u,True
5k04,False
2b0a,True
3s8g,False
4hl9,False
4r4x,True
6n6q,False
1xzz,True
5jix,True
2wag,True
1hyo,False
1cuk,True
1r4v,True
4lg8,True
5de3,True
3or1,False
4iau,True
4gbj,False
6d92,False
6ahy,False
1h2c,False
3fnr,True
4c4a,True
3vi6,True
5ztc,False
4yto,False
1z7b,True
6gpu,True
2f62,False
6ibd,True
2ygu,False
2qdl,False
2hq4,False
5lf2,False
4jzu,False
1sfs,True
2zs0,False
6bm5,True
3kv1,True
6ncp,False
4miy,False
4i0n,True
4u6u,False
5i1u,False
6r80,True
2zme,False
6rfx,False
3pn3,False
4ktw,False
1vyk,True
2zwa,False
5w5r,False
6bdc,True
6rim,False
6h02,False
2gak,False
3bdv,False
6h8m,False
2uu8,True
5mgw,True
3axb,True
5itz,False
2fu2,True
2woy,True
6gum,False
4nyq,True
5ikf,False
2w6a,False
5cag,True
4q82,False
6muq,True
3i4g,True
4d6v,True
3fok,False
5i95,True
3ccf,False
4jtm,False
6gka,True
3lo8,True
3ggy,False
3on4,False
3hpy,False
3d82,False
6mgc,True
1wer,True
3a1f,True
4wlh,False
3eaf,True
5vrv,False
3l8d,True
3fx7,False
3fet,False
4lle,False
3gkj,True
5tda,False
3hcy,False
4ix9,False
3mn7,False
2qqy,True
4jhy,True
1l3l,False
3ebe,False
5aji,False
4mno,True
3d0j,True
6elu,False
5vjj,False
3shg,False
1i0r,False
5lq6,True
3psm,False
5oh5,True
2hhz,True
1kny,False
5vbn,False
1vk1,True
4uuu,False
4huq,False
2wfp,True
2qyb,True
2qvg,True
6o19,False
6bsq,True
6oan,False
1o59,True
2pyb,False
3zxk,False
4gaf,False
4xcp,True
4dgu,False
6mtz,False
1tuw,True
4ou0,True
4ksn,False
3bpq,False
5lsf,False
5idb,False
4nwy,False
3kma,False
6dg6,False
4i6j,False
2z84,True
5vtl,True
3lfj,False
3oox,False
4tme,False
2i2c,True
5nl9,False
4v3i,False
6bju,False
6rkz,False
2v54,False
4wuv,False
3qb8,False
6fz6,False
2wq4,False
3alr,False
5ys3,False
4k8w,True
4uy3,True
4wz8,False
3tu3,False
4jyk,False
6rbf,False
6cvq,False
5wk0,True
1n57,True
5dvi,False
5htl,False
3a02,True
5k6d,False
4ev8,True
4g0a,False
2b0o,False
3bo6,False
3lwj,True
5u02,True
3tai,False
2pie,False
3mil,False
5uk5,False
6ax7,False
3gwr,False
3fvz,True
3e03,False
5odq,False
4ea9,True
5ffg,False
5a7v,False
3d5p,False
2qkd,True
3n72,False
3lfk,False
3l2b,False
2q24,False
3tys,True
2y6u,True
6e09,False
5hwv,False
5ku5,False
5ioj,False
1l9x,False
3u0j,False
5e6x,True
6gu1,False
6rfk,False
3noh,True
2qcp,True
5uej,False
2rdq,True
1gut,False
4h2h,False
3k1t,True
2nte,False
1gvn,False
8abp,True
4g3o,True
4v1s,False
4yap,True
5dyr,True
6czo,False
3ott,False
2iay,True
3emi,True
5mu7,False
1sdi,True
4ehs,False
4a57,False
2w1j,False
2cfq,True
1fxk,False
4yaa,True
3c37,False
1j7x,True
3tb6,False
3hut,True
5zxd,False
3gwl,False
2h8g,False
4pt7,False
3gyd,False
2ogf,False
4h14,True
3ut4,False
4i90,True
3f7w,True
6emy,False
1n9p,True
3b7f,True
3zho,False
5j09,False
6ao1,False
6at6,False
3m7o,False
1cl8,False
6be0,True
5v7p,False
3n7x,True
6e29,False
2x5x,True
4mt8,False
2p5z,True
1jmv,False
6c48,False
6c90,False
2ggc,True
3llk,False
5by8,False
5hon,False
5gl6,False
4ri2,False
3h0u,False
5l2x,False
1rep,False
6nnr,False
1ik9,False
3mvi,False
4mnc,True
6d9f,False
6hq9,False
2yms,False
2g40,True
2d68,False
6a6h,False
1sbx,True
2ov0,True
6ih0,True
5nsl,False
5b1a,False
1nyk,False
5ulb,True
2v1y,False
1izm,True
2aml,False
5e0y,True
5lnn,True
5oby,True
2vqe,False
2ntx,False
6nau,False
1js8,False
3i3w,False
3s2r,False
5ogl,False
1p2x,True
3tx8,True
4zju,True
5e4e,False
5oc0,True
4x0n,False
2ey4,False
1jr2,False
2xeu,True
6myw,False
1xea,False
3nuf,False
6hla,False
1qou,False
3ajf,False
4bfo,True
5uzg,False
5zr6,False
4zf7,False
6r1d,False
4tkc,True
3zc0,False
2j7a,False
1wte,False
2ess,True
4u98,True
6nx5,False
6h59,False
3gae,False
1msp,False
1sau,True
6h9u,False
3kq5,True
1lkt,False
6f86,True
4pwo,True
6fm5,True
5n2c,False
4q3k,False
2ooc,False
6b05,False
1yhn,False
1kwf,True
3o48,True
6o2y,False
6e28,False
5byk,True
5fn7,False
6m9k,False
5yhy,True
3qou,True
5hke,False
6obv,False
5w5c,False
2f8y,False
1vj0,False
2q0y,True
2pq8,True
6if6,True
1qqp,False
1yud,False
4j27,False
4n06,False
5ue0,True
2w3x,False
5g4z,True
3t2l,True
1wjx,True
6b4e,False
3d8u,False
3h8z,True
5jry,True
2ag4,False
4p6z,False
2vng,False
2qrl,True
5dmy,False
2vvw,False
5ciq,False
2du3,False
6ds9,True
3uej,False
5muz,False
5e7t,False
3pp2,False
1x7d,False
4z0g,False
5w10,False
3ohs,True
6dlh,True
4l7m,False
4pio,False
1w33,False
2uvp,False
2pge,True
5dkt,True
1lzl,True
5vsm,False
1rgx,False
6b8f,True
5uqp,False
2hly,True
1xru,False
2nzx,False
2chp,False
3kdr,False
4bjz,True
4rl8,False
2y9m,False
1x9m,False
2c1m,False
3f9u,False
3e0z,False
6e4n,True
3rjt,False
2zfd,False
6i65,True
2p58,False
3u24,True
5ip0,False
5ub5,False
4adz,False
1r6x,True
3cp0,True
5cw5,False
4exk,True
3eli,True
5i8j,False
3k4t,False
3dxi,False
6f6m,False
1u2h,True
2ei9,True
3uxj,False
3jqo,False
5y9e,False
2f9z,False
2pr7,False
1gk9,False
4efp,False
4wft,False
1b3u,False
5lnd,False
5tsa,True
3vzh,True
4lq8,False
5hdf,False
6o3p,False
6nop,False
4z8l,False
6o63,False
5uni,False
5iws,True
5t59,False
5ixp,True
6e6o,True
6c10,True
4j39,False
4kzp,False
3q9l,False
1k4i,True
2qmq,True
3k1h,True
3wa0,False
4ia6,False
2iel,False
4uf7,False
4lhd,False
6iw6,False
6nsx,False
1ij5,True
1xu1,False
6ckh,True
5j9i,False
1o7i,False
2wol,True
6o7b,False
4qkd,False
2p64,False
3plu,False
4z4a,False
3uv4,False
3pg0,True
1n4k,True
6k7o,False
3b0d,False
1lc5,True
2vcl,True
3d59,False
4wn5,False
2oix,True
2cws,True
2wtm,False
2cj4,False
5g23,False
3ano,False
2ijr,True
5zim,True
3lwu,True
3mxq,False
2rhs,False
3mc3,True
6bzh,False
1vz0,False
6nwt,False
5n2e,True
5o33,False
3wqb,False
4pmw,False
3ml1,False
2r6a,False
6mjb,False
2mpr,False
1t4a,False
4alz,True
5hu3,False
2va8,False
4o8w,False
6ckg,False
2f5u,True
3mzb,False
4hpm,False
2ce2,True
3onq,False
1rz4,True
3e7q,False
2nn5,True
5o58,False
2jae,False
3lwa,True
1o1y,True
6gs8,False
3qvp,True
5yxg,False
1o5l,True
1oq1,False
3lkb,False
3wjp,True
4pke,True
1ju2,False
4gmq,True
1byr,True
5phl,True
2o98,False
4m0q,False
4v00,False
3dli,False
4pxe,False
5al6,True
6jbt,False
6icn,False
6ftf,True
5xdh,False
3qsz,False
5tqb,False
5otn,True
5h5a,False
4wbe,False
2q2f,True
2fxo,False
6gs0,True
5yck,True
4hcs,True
5uou,True
2a6z,True
4xbz,False
2xio,True
4mn5,False
1cfr,True
3zoq,False
2co5,False
6q64,True
4jx0,False
3zuz,True
2e67,False
5kym,False
5k8j,False
4it6,False
4gn4,False
5xve,False
3bwv,False
5gk1,False
4d0p,True
2oz4,False
1vl7,False
2i49,True
4mld,False
4xyp,True
2ao9,False
5zod,True
1ukf,True
3qdp,True
4zy9,False
3kdf,False
3tpd,True
6ao8,True
5m2o,False
2ze3,True
6mi0,True
4zhw,True
4lvi,False
3x2m,True
6fdd,False
4wep,False
4x2h,False
5ikj,False
4cua,False
3fpn,False
3ip4,False
6r4z,False
2cw6,False
2r0x,True
3fcd,False
5ue1,False
1q4u,False
1vbw,True
2oiz,False
6fc0,False
3k9i,True
2guf,True
5zt3,True
3vsv,False
5gqw,True
3dfg,True
2a1k,False
2ets,True
4kcf,True
2yzt,True
6hlk,True
2p9w,True
4gyt,False
5lxx,False
3d3o,False
2f9i,False
4g7n,False
4avr,False
4ru5,False
3e3x,True
1g2c,False
5uof,False
4qqw,False
4ind,False
3iv4,True
2ppv,True
3ir4,True
3ayh,False
2it2,False
4b5o,True
6mpz,False
2nsf,True
1cf7,False
3qr7,False
1m4u,False
5wb5,False
1nr0,True
3clo,False
6n8r,True
4nn5,False
6cqg,True
2fiu,False
4dyq,False
3esm,True
3f0c,True
5txe,False
3ff1,False
3dra,False
2q28,False
3zvl,True
6e0i,True
4i9x,False
5jnq,True
2osx,True
5gpo,False
5m33,False
1nij,True
4cvq,False
4k84,False
4wh9,True
5jic,True
3otd,False
3zie,False
4z3u,False
5cs0,False
3isx,True
6aon,False
5gzs,True
6pgm,False
5t87,False
3mv2,False
3a0s,True
3hsa,False
3n6y,False
5ktc,True
5ifg,False
4i6m,False
4k7j,False
2ptt,False
3moi,True
1cb8,True
2hba,False
1cxz,False
2w2u,False
5vky,False
1v7w,True
2xpp,False
1vim,False
4oo0,False
4cek,True
1pyo,False
3nsw,False
4ofk,False
4z8e,False
3e9v,True
2qzq,True
3g43,False
1rp0,False
4hkg,False
2pso,False
4xmr,False
6cd9,False
3au4,False
1vch,False
5j1n,True
5z2v,False
4oob,True
3hms,True
2ful,False
2hl7,True
2bu3,False
2oaf,False
3su6,True
2fzt,False
5by4,True
6ney,True
1xl3,False
2ij2,False
3hc7,True
3wxx,False
2nq2,False
3vsn,True
4a0g,False
3bmx,False
3t2c,True
2zgy,False
3rh2,True
3hwu,True
5jnp,False
1kq6,True
3piu,True
3u7q,False
2i46,False
2zxi,False
1ov9,False
4llw,False
4az6,True
2bw3,False
6ao9,True
4yiz,False
2rae,True
1t33,False
5d8m,True
5y82,False
3d6j,True
5k5z,False
6r7k,False
6h48,True
3vj9,True
3wqc,False
3bc9,True
2d4g,False
4ro3,False
3wkg,True
1ufh,False
6k28,False
4gof,False
5wd9,True
5xfm,False
2hbo,True
2r6j,False
4zs9,False
3w20,False
3hmp,True
5ig6,True
3it8,False
4zgf,True
2jju,False
1ci4,False
6onq,True
6akk,False
4gx8,False
3pgu,True
4olt,False
2gj4,True
1muw,True
1kyf,False
2gw1,False
4dn1,False
3fia,True
4o32,False
3t4l,False
4auk,False
3q6c,False
3lyg,True
1eb6,True
2az4,False
3hyn,True
3hv2,False
2jhe,False
4whi,True
2cxn,False
1p32,False
1gzs,False
4dgf,False
4mkx,True
4g78,True
4lmo,False
5h6i,False
5g4k,False
2yfu,True
4cso,False
2qas,False
4rk4,True
2oyy,False
6ohk,True
6b9r,False
5t3b,False
4x28,False
5n88,False
3ach,True
5non,False
4ltb,False
2dbs,False
5brt,False
5j4i,False
3cnb,False
4bps,True
6h3x,True
6c0b,False
3iab,False
4gym,False
2rgq,False
4qi3,False
2ask,False
5lnr,False
5u4u,True
3qta,False
1xaw,True
5gva,True
4p3f,False
3omy,False
3txy,True
4nqj,False
4ebg,False
3nzm,True
5lz3,False
4i6x,True
4pgr,True
5gn1,False
1ci0,False
3fxa,False
6iyr,True
3faw,True
4ous,True
3gyg,False
4jzz,False
5npy,True
2glz,False
1b5e,False
3wli,True
2i53,True
3dee,True
2y6x,True
1uur,True
5jel,False
4ebj,False
4l07,False
4hi6,False
4kh9,False
4lws,False
3cu5,False
3ds4,False
1qwd,False
4r39,False
6rnk,False
2guk,False
3ewy,True
1zpv,False
1i2t,True
2ebe,False
2w8m,False
4gey,True
2be1,False
3r62,False
4m6t,True
2r19,False
2poc,False
4pj3,True
6ck0,False
2d4p,True
1pl5,False
5nt7,False
2fok,False
5a71,False
5ahk,False
2vx8,False
5n2p,True
2hzg,False
4fk9,True
6msq,False
6a2j,True
3kor,False
1pc6,False
4p1m,False
2hqy,False
5gz3,False
5h11,True
3nfg,False
1ddl,False
2v7q,False
1cmc,False
3bbz,False
1c7k,True
5of1,False
4dth,True
4zou,True
5izw,False
4zey,True
3m0z,False
5h6x,False
3leq,True
5e4b,False
6g44,False
4e3y,False
5ulm,False
6njw,True
5ctm,False
3zje,False
4hqu,False
3weu,False
3ziu,False
2j3t,False
1m6y,False
6fbm,False
4e0q,False
3i0p,True
3bh0,True
6dlm,False
3ffv,False
3k11,True
1wn2,True
4e74,True
6a16,True
3m9q,False
2cy5,True
3no2,True
1p9g,True
1ztc,False
1r8i,True
4uzy,False
2ajr,False
1ze3,False
6hzg,True
3nrh,False
6e2p,False
3njc,False
4n0v,False
1kmi,False
5wlh,False
3cjp,False
1hru,False
5deu,False
1tu3,False
3f42,False
6dxs,False
5d66,False
2gwm,True
3fpr,False
5zcy,True
4ojd,True
3zgh,True
3k13,False
4l5g,False
2iih,True
5o0s,True
2qip,True
3e8s,True
3rqa,False
1s12,False
6aef,False
6i2m,False
3up3,False
2gzv,True
5cad,True
4f3n,True
3v46,True
3zri,True
1dmg,True
2xmo,False
3u9g,True
2jku,True
5t6j,False
4q25,False
2qnt,True
6dqx,True
3b9w,True
2x65,False
2nr4,False
3no0,False
5eft,False
3uoa,False
5btb,True
3ze3,False
3ite,False
5jje,False
1ux5,True
4y7d,False
2ze7,True
5oi9,False
3ke3,True
2q4w,True
5xpc,False
5dgg,False
1vjx,True
5f9p,False
6qo1,False
2qsk,True
3fil,False
3bho,True
5a57,True
3bxj,False
1vju,False
4nfu,False
6nlh,False
5vac,False
3kvp,False
4rhj,False
4ymr,False
3bdi,True
5h3z,False
1wq6,False
4x9z,False
6fp5,False
4nx1,False
1q2h,False
1pp7,False
4pz7,False
1wwl,False
4fbw,False
1fg7,True
4x3n,False
3m0a,False
3ro3,False
5oup,True
2nwa,False
4aci,False
3hrg,True
6qil,False
3a9s,False
1sf9,True
2ddx,True
5iw9,False
6qe0,True
5mu4,False
3iu6,True
4utu,False
2ip2,False
3l7v,True
5hxk,False
1xfs,False
5il5,False
2pet,True
6sib,True
5oo6,False
2qiy,False
3ci6,False
5j4a,False
1ly1,True
3uen,True
4ryo,True
6d7k,False
1v72,True
2ivf,False
4qo5,True
4phj,False
6mo6,False
5du9,False
2edm,True
5obt,False
1ow1,True
4eq3,True
2bt9,False
6ns4,False
3e21,True
3skq,True
1ycy,False
6ds7,False
2fb0,True
3ngg,False
2bfw,True
5zy8,False
6fwv,False
6bcd,False
2a19,False
3dcm,True
4a7k,True
6g94,False
4mj7,False
1bte,False
5umh,False
3qzr,False
5vj4,False
3e56,True
2fw5,True
2pju,False
3a16,False
5ydv,True
3hg9,False
3ffy,True
6ifn,False
1z21,True
2hb0,False
5zza,False
6rwd,False
2por,True
3kos,True
3v8x,False
3mzi,False
3nnf,True
1y0n,True
3v33,False
1p35,False
4v12,True
5f4w,False
3s64,True
4xxf,True
2r25,False
4pbd,True
4oqp,True
3kzq,False
2vzc,False
3s6f,True
5c98,False
4r78,True
3hzp,True
2cul,True
6gjt,False
3f0d,False
2abs,True
1fo1,False
5xbi,False
2o1q,False
5vol,False
6j61,False
3cww,False
3l0a,True
2vxp,False
6fjw,True
2fy7,True
3kz5,False
6pbg,True
4wj1,True
6ocg,False
5v2o,False
2hp0,False
3f9s,False
5gwn,True
6r57,False
5o9m,False
6jgj,True
1gqe,True
4qlp,False
2pyw,False
5jrh,False
4fca,True
1ypy,False
3i9s,False
5msm,False
1j6r,False
6aqk,True
3vwa,False
4v1g,False
3zih,False
2gj2,False
4mf5,True
2nut,False
5yf6,True
4ffl,True
3kp7,False
2f23,False
5a07,False
4msx,True
5zum,False
3f1i,False
5jw9,False
4gb5,True
5vfy,False
5i2t,True
5y9x,True
5cyw,True
6jl9,True
3wyg,False
3oam,False
3pcv,True
6d4g,False
3ddv,False
1g12,True
3bb6,False
2c1v,False
1y8a,True
1qdd,True
5no8,False
4es1,True
3fgv,False
2ic2,False
3bqw,True
1wm1,True
3ona,False
4lhf,True
1c8n,False
6f3h,False
2pu9,False
3akj,False
3frl,False
3d01,False
6hxe,True
6eyg,True
1jw9,False
1f97,True
5mqn,True
6hrn,False
5yr0,False
6iau,False
3gkr,False
2vgn,False
5muj,True
4g4s,False
3cnc,False
4m7r,False
1yb0,False
4mtu,True
3csx,False
5umv,True
3rq4,True
2yln,True
1p1m,True
4s2x,False
2pc1,True
4gzc,True
2end,True
3dad,False
2x5n,True
4n2p,False
3lvu,False
4lgj,True
6nu9,True
2cjt,False
2qmi,False
1wlz,False
6f7l,False
2xu6,False
4r7f,True
3pzd,False
4kia,True
3hrp,True
6oq8,False
6ath,False
4x2p,True
6qnk,False
2xgr,True
6gza,False
4jg5,True
2e1f,True
3v42,False
5z2h,False
2prg,False
1u19,False
1f5n,True
5yqa,True
3a6r,False
4u0o,True
3if4,False
5z3k,False
1p65,False
3a35,False
5u47,True
2a0b,True
3knv,True
1ni5,True
6hk1,False
4k15,False
4lzx,False
2d5m,True
2i7g,False
3lmz,True
3hxr,True
5u9j,False
4quv,False
1qw2,True
3fnj,False
4dnh,True
3x0u,False
1r9l,True
3laz,False
5um7,False
4gnr,True
4ruq,False
3cjy,True
2hdo,True
3w4s,False
5yq5,False
4hku,False
2qf4,False
2r8r,False
5ig8,False
6ea6,False
5xnw,True
4n6a,False
4eyt,False
5xk6,False
2qe8,False
2b5i,False
3qwm,True
6mw4,True
2hal,False
2jfr,True
2qnl,True
6eus,False
2vch,True
2vh3,False
4cgs,False
3gne,False
3luf,False
2zu0,False
4r2f,True
6bmn,False
5e71,True
3pic,False
3llb,True
3do8,False
6mjp,False
5hdk,False
3huh,False
1z0x,False
4hbz,True
6fu9,False
1g60,False
2w83,False
2xqq,False
4al0,True
5j9t,False
4dmu,False
5ghe,True
4fz4,True
2ory,False
5l0r,False
3ess,True
3m89,True
5bmo,False
4jpn,False
4yii,False
5vny,True
3gaa,False
2r85,False
3c3y,False
1rl6,True
4jkz,True
4j2g,False
2x0q,True
2ibn,False
4qfu,False
6dt3,False
3n1e,False
3eby,True
5cem,True
3wjt,True
4yy2,False
1inl,False
1wtj,False
4atm,True
2zfy,True
3gke,False
6mpt,True
3lof,False
3him,False
6bde,True
3vjf,False
5tee,True
4m1h,False
4m1b,False
5omv,False
5h3j,False
1h6k,False
5z5o,False
2bkm,False
6b4h,False
1jni,True
1c0p,True
5ujc,True
5z2c,False
2p38,False
1e0c,True
6azp,False
6owc,False
3slr,True
1pb1,True
4uvq,True
1tki,False
1w23,False
2p62,False
4wd8,False
4dt5,False
5ooo,False
4r6i,False
5xom,False
4xvx,False
6hd8,False
2sqc,False
4b8e,False
1v4e,False
1skv,False
3fqd,False
2oxo,True
4oo3,True
3vk5,False
2cxk,False
2c60,True
2xoc,False
3rnr,False
4pws,True
3s2j,True
6f9n,False
4uho,True
6a52,False
3g5s,True
4zjv,False
4gs5,True
5uro,True
3ef8,False
5wur,False
2hd9,True
3kgk,False
1vi0,False
1iap,True
2r31,True
3ffl,False
3c26,True
6af4,False
3nvq,False
6h9h,False
1hul,False
2x2s,False
5i2h,False
